Cost,Year,Make,Model,Mileage,Fuel Type,Image URL
7620,2013,Mercedes-Benz,C-Class,50444,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_C-Class.jpg
66014,2024,Honda,Civic,109584,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Civic.jpg
88317,2018,Honda,Pilot,116311,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Pilot.jpg
45209,2012,Ford,Mustang,16794,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Mustang.jpg
67821,2016,Volkswagen,Passat,100890,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Passat.jpg
22656,2013,Hyundai,Sonata,3134,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Sonata.jpg
99424,2016,Nissan,Rogue,103893,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Rogue.jpg
64841,2013,Ford,Escape,119194,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Escape.jpg
95273,2015,Toyota,Camry,8850,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Camry.jpg
83183,2014,Mercedes-Benz,E-Class,9095,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_E-Class.jpg
16784,2010,Nissan,Murano,36976,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Murano.jpg
74851,2019,Audi,A4,116680,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A4.jpg
64067,2015,Honda,Odyssey,90786,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Odyssey.jpg
46472,2014,BMW,5 Series,142378,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/BMW_5 Series.jpg
66669,2023,Honda,CR-V,144224,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Honda_CR-V.jpg
29285,2017,Volkswagen,Passat,103196,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Passat.jpg
30029,2024,BMW,X3,137517,Electric,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X3.jpg
27932,2021,Mercedes-Benz,C-Class,125341,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_C-Class.jpg
91576,2010,BMW,X3,23042,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X3.jpg
76074,2013,Toyota,Rav4,49689,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Rav4.jpg
55601,2022,Volkswagen,Jetta,87970,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Jetta.jpg
76577,2010,Honda,Pilot,91565,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Pilot.jpg
47542,2019,BMW,3 Series,47874,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/BMW_3 Series.jpg
44906,2019,BMW,3 Series,5870,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/BMW_3 Series.jpg
37758,2020,Chevrolet,Silverado,20518,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Silverado.jpg
14893,2015,Audi,Q7,118682,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Audi_Q7.jpg
96498,2022,Honda,CR-V,59634,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Honda_CR-V.jpg
99946,2022,Audi,Q5,105659,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Audi_Q5.jpg
27287,2021,Nissan,Altima,47599,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Altima.jpg
89710,2022,Ford,Focus,74880,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Focus.jpg
11296,2010,Mercedes-Benz,GLC,65469,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_GLC.jpg
79534,2013,Ford,Escape,130753,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Escape.jpg
48516,2012,Hyundai,Elantra,119101,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Elantra.jpg
98425,2012,Chevrolet,Equinox,27788,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Equinox.jpg
19385,2023,Toyota,Tacoma,50772,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Tacoma.jpg
64202,2010,Honda,Pilot,80979,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Pilot.jpg
54551,2014,Hyundai,Tucson,124382,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Tucson.jpg
32474,2019,Ford,Escape,47184,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Escape.jpg
50166,2022,Honda,Accord,68314,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Accord.jpg
52345,2019,Toyota,Tacoma,65005,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Tacoma.jpg
38322,2023,BMW,X3,140544,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X3.jpg
5569,2022,Ford,F-150,6305,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Ford_F-150.jpg
60204,2024,Mercedes-Benz,E-Class,4898,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_E-Class.jpg
8113,2023,Ford,Escape,49508,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Escape.jpg
59172,2024,Nissan,Murano,4287,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Murano.jpg
24140,2023,BMW,3 Series,25149,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/BMW_3 Series.jpg
28072,2014,Nissan,Sentra,89837,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Sentra.jpg
96505,2014,BMW,X5,26263,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X5.jpg
17545,2018,Toyota,Highlander,16737,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Highlander.jpg
78413,2024,Audi,A4,90977,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A4.jpg
15197,2024,Honda,CR-V,81719,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Honda_CR-V.jpg
85752,2018,Honda,CR-V,92258,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Honda_CR-V.jpg
14771,2017,Ford,Explorer,15766,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Explorer.jpg
37556,2024,Chevrolet,Camaro,17622,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Camaro.jpg
55562,2017,Nissan,Pathfinder,106887,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Pathfinder.jpg
6669,2012,Audi,A3,54272,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A3.jpg
71298,2012,Audi,A6,139354,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A6.jpg
34955,2015,Hyundai,Tucson,114546,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Tucson.jpg
40400,2017,Audi,A3,63374,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A3.jpg
83092,2013,Hyundai,Sonata,137996,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Sonata.jpg
86080,2021,Honda,Civic,114171,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Civic.jpg
73498,2013,Hyundai,Kona,114090,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Kona.jpg
93503,2012,Nissan,Murano,29080,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Murano.jpg
29742,2022,Hyundai,Kona,1624,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Kona.jpg
37642,2016,Mercedes-Benz,GLE,117364,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_GLE.jpg
71739,2013,Toyota,Rav4,102037,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Rav4.jpg
10240,2019,Chevrolet,Malibu,86657,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Malibu.jpg
30085,2016,Hyundai,Santa Fe,37582,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Santa Fe.jpg
25776,2021,Honda,CR-V,1872,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Honda_CR-V.jpg
62876,2015,BMW,7 Series,128394,Electric,https://storage.googleapis.com/mtc-cloud101-cars/BMW_7 Series.jpg
66825,2021,Honda,Accord,25939,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Accord.jpg
10991,2024,BMW,X3,37664,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X3.jpg
83391,2016,Audi,Q5,19404,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Audi_Q5.jpg
14082,2022,Ford,F-150,106008,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Ford_F-150.jpg
53304,2024,Mercedes-Benz,GLE,132605,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_GLE.jpg
25411,2013,Hyundai,Kona,149076,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Kona.jpg
72492,2016,Chevrolet,Traverse,64311,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Traverse.jpg
59666,2011,Hyundai,Sonata,20954,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Sonata.jpg
27265,2017,BMW,7 Series,105807,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/BMW_7 Series.jpg
66106,2019,Honda,Pilot,130638,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Pilot.jpg
80021,2012,Nissan,Pathfinder,98180,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Pathfinder.jpg
44864,2023,Hyundai,Elantra,135132,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Elantra.jpg
55339,2019,BMW,7 Series,123483,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/BMW_7 Series.jpg
53202,2012,BMW,7 Series,126398,Electric,https://storage.googleapis.com/mtc-cloud101-cars/BMW_7 Series.jpg
23684,2019,Honda,CR-V,146433,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Honda_CR-V.jpg
11948,2011,Nissan,Sentra,120627,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Sentra.jpg
46924,2013,Honda,CR-V,32395,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Honda_CR-V.jpg
23808,2019,BMW,5 Series,144773,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/BMW_5 Series.jpg
12036,2013,Toyota,Camry,33422,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Camry.jpg
72619,2016,Mercedes-Benz,GLC,29462,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_GLC.jpg
46773,2017,Mercedes-Benz,C-Class,52406,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_C-Class.jpg
30404,2021,Audi,A3,37634,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A3.jpg
93637,2015,BMW,5 Series,139170,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/BMW_5 Series.jpg
6253,2017,Volkswagen,Atlas,134597,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Atlas.jpg
66292,2015,Mercedes-Benz,GLC,32019,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_GLC.jpg
68339,2017,Mercedes-Benz,C-Class,33269,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_C-Class.jpg
74721,2018,Hyundai,Elantra,64042,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Elantra.jpg
49024,2022,Ford,Focus,95837,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Focus.jpg
43240,2016,Audi,Q5,131298,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Audi_Q5.jpg
64864,2015,Volkswagen,Tiguan,22995,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Tiguan.jpg
62585,2018,Ford,Explorer,106917,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Explorer.jpg
56022,2011,Volkswagen,Golf,45862,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Golf.jpg
25502,2012,Hyundai,Santa Fe,140658,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Santa Fe.jpg
72006,2014,Toyota,Corolla,111877,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Corolla.jpg
11460,2015,Hyundai,Elantra,1527,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Elantra.jpg
52638,2024,Nissan,Rogue,139250,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Rogue.jpg
15474,2021,Hyundai,Sonata,23695,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Sonata.jpg
25006,2012,Chevrolet,Silverado,131998,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Silverado.jpg
49507,2010,Toyota,Tacoma,70251,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Tacoma.jpg
39250,2010,Chevrolet,Silverado,21101,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Silverado.jpg
44552,2018,Mercedes-Benz,C-Class,74371,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_C-Class.jpg
22904,2023,Mercedes-Benz,S-Class,109363,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_S-Class.jpg
55608,2019,Toyota,Tacoma,75918,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Tacoma.jpg
69951,2023,BMW,5 Series,90195,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/BMW_5 Series.jpg
49140,2014,Audi,Q5,122849,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Audi_Q5.jpg
39243,2016,Volkswagen,Tiguan,15882,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Tiguan.jpg
68859,2019,Hyundai,Elantra,86339,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Elantra.jpg
24390,2019,Honda,CR-V,70809,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Honda_CR-V.jpg
53711,2022,Ford,F-150,17305,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Ford_F-150.jpg
66194,2024,Nissan,Sentra,99647,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Sentra.jpg
25336,2012,Volkswagen,Atlas,114314,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Atlas.jpg
32600,2016,Nissan,Sentra,106135,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Sentra.jpg
59763,2020,Mercedes-Benz,E-Class,128624,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_E-Class.jpg
69901,2010,Toyota,Highlander,16503,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Highlander.jpg
78186,2022,Hyundai,Kona,35013,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Kona.jpg
7733,2021,Mercedes-Benz,GLE,137689,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_GLE.jpg
83684,2014,Chevrolet,Malibu,30402,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Malibu.jpg
68791,2015,Audi,Q7,20181,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Audi_Q7.jpg
21952,2022,Nissan,Rogue,103827,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Rogue.jpg
31657,2012,Chevrolet,Malibu,76705,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Malibu.jpg
64861,2021,Hyundai,Tucson,76097,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Tucson.jpg
37178,2015,Ford,Escape,21356,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Escape.jpg
18864,2013,BMW,X5,26644,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X5.jpg
62070,2020,Volkswagen,Passat,24284,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Passat.jpg
11522,2012,Hyundai,Santa Fe,89900,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Santa Fe.jpg
92118,2022,Nissan,Altima,137604,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Altima.jpg
8517,2016,Chevrolet,Camaro,92288,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Camaro.jpg
38180,2018,Honda,CR-V,115513,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Honda_CR-V.jpg
86089,2024,Volkswagen,Tiguan,18386,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Tiguan.jpg
30137,2022,Mercedes-Benz,S-Class,38750,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_S-Class.jpg
57366,2021,Toyota,Rav4,46701,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Rav4.jpg
94333,2016,BMW,5 Series,56495,Electric,https://storage.googleapis.com/mtc-cloud101-cars/BMW_5 Series.jpg
49051,2014,Audi,A3,87175,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A3.jpg
80919,2011,BMW,X3,35298,Electric,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X3.jpg
41832,2020,Volkswagen,Tiguan,27062,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Tiguan.jpg
60412,2011,Toyota,Corolla,33016,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Corolla.jpg
66836,2017,Chevrolet,Malibu,38104,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Malibu.jpg
71043,2022,Chevrolet,Silverado,47823,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Silverado.jpg
48986,2019,Nissan,Sentra,107654,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Sentra.jpg
37391,2010,Audi,A4,89720,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A4.jpg
97559,2024,Toyota,Corolla,78000,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Corolla.jpg
93059,2016,Hyundai,Tucson,72532,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Tucson.jpg
36739,2015,Nissan,Rogue,132662,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Rogue.jpg
56669,2013,Nissan,Pathfinder,136084,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Pathfinder.jpg
53792,2023,Toyota,Tacoma,44809,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Tacoma.jpg
80687,2011,Honda,Civic,23711,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Civic.jpg
83774,2014,BMW,5 Series,146683,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/BMW_5 Series.jpg
76683,2017,BMW,3 Series,145192,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/BMW_3 Series.jpg
71222,2010,Mercedes-Benz,GLC,70163,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_GLC.jpg
18875,2020,Toyota,Highlander,147942,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Highlander.jpg
47494,2021,Hyundai,Elantra,23692,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Elantra.jpg
84092,2022,Chevrolet,Equinox,13431,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Equinox.jpg
5765,2019,Hyundai,Elantra,12097,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Elantra.jpg
81509,2021,Ford,Escape,77482,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Escape.jpg
73425,2011,Honda,Pilot,36710,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Pilot.jpg
55711,2010,BMW,5 Series,76487,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/BMW_5 Series.jpg
93518,2014,Honda,Odyssey,55090,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Odyssey.jpg
29973,2023,Honda,Civic,11509,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Civic.jpg
51690,2010,Nissan,Altima,22462,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Altima.jpg
15406,2022,Hyundai,Kona,111351,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Kona.jpg
23090,2023,Nissan,Murano,76047,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Murano.jpg
52798,2014,Ford,Escape,76757,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Escape.jpg
99835,2022,Audi,Q5,33531,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Audi_Q5.jpg
11603,2015,BMW,3 Series,140577,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/BMW_3 Series.jpg
8764,2012,Chevrolet,Equinox,4729,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Equinox.jpg
83575,2011,Volkswagen,Golf,104832,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Golf.jpg
13349,2011,Toyota,Rav4,15241,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Rav4.jpg
64614,2023,Hyundai,Sonata,42174,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Sonata.jpg
33032,2014,Chevrolet,Camaro,112491,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Camaro.jpg
59867,2015,Ford,F-150,9593,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Ford_F-150.jpg
77208,2022,Honda,Civic,147684,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Civic.jpg
71447,2023,Chevrolet,Traverse,45690,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Traverse.jpg
41490,2015,Hyundai,Tucson,6297,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Tucson.jpg
30043,2020,Nissan,Sentra,128859,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Sentra.jpg
85149,2011,Nissan,Murano,58704,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Murano.jpg
37895,2021,BMW,X5,1270,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X5.jpg
19659,2021,Nissan,Pathfinder,142311,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Pathfinder.jpg
78244,2017,Hyundai,Sonata,120387,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Sonata.jpg
15865,2024,Honda,Pilot,31786,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Pilot.jpg
14734,2022,Honda,Odyssey,54028,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Odyssey.jpg
87289,2012,Volkswagen,Jetta,148709,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Jetta.jpg
33422,2013,Ford,Escape,134708,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Escape.jpg
89034,2015,Hyundai,Sonata,27744,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Sonata.jpg
55736,2023,Chevrolet,Camaro,54081,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Camaro.jpg
10586,2014,Toyota,Rav4,37221,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Rav4.jpg
34621,2019,Nissan,Murano,112884,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Murano.jpg
19014,2020,Audi,A6,127814,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A6.jpg
61463,2015,Nissan,Rogue,48803,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Rogue.jpg
22664,2019,Chevrolet,Traverse,76368,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Traverse.jpg
18152,2011,Audi,Q5,7114,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Audi_Q5.jpg
22284,2011,Audi,A3,71226,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A3.jpg
29489,2010,Toyota,Tacoma,65461,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Tacoma.jpg
70600,2022,Hyundai,Elantra,73862,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Elantra.jpg
28016,2021,Hyundai,Tucson,134192,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Tucson.jpg
93240,2022,Hyundai,Tucson,67728,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Tucson.jpg
32150,2014,Nissan,Sentra,25875,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Sentra.jpg
62641,2019,Volkswagen,Golf,22899,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Golf.jpg
31153,2021,Ford,Focus,24665,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Focus.jpg
8605,2023,Mercedes-Benz,E-Class,129268,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_E-Class.jpg
63083,2013,Volkswagen,Jetta,28761,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Jetta.jpg
49255,2010,Toyota,Corolla,139077,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Corolla.jpg
82646,2013,Ford,Focus,4073,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Focus.jpg
75803,2021,Nissan,Pathfinder,82458,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Pathfinder.jpg
68306,2013,Volkswagen,Passat,32678,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Passat.jpg
39796,2015,Chevrolet,Silverado,137371,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Silverado.jpg
57069,2017,Audi,A6,26793,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A6.jpg
49517,2018,Toyota,Corolla,70619,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Corolla.jpg
28222,2013,Chevrolet,Equinox,46587,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Equinox.jpg
58879,2024,Hyundai,Tucson,117018,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Tucson.jpg
99330,2012,Volkswagen,Tiguan,102082,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Tiguan.jpg
89719,2022,Audi,A4,141940,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A4.jpg
33458,2022,BMW,5 Series,114032,Electric,https://storage.googleapis.com/mtc-cloud101-cars/BMW_5 Series.jpg
